No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kesekolah(Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,Status_KIP,Status_PKH
606.0,Shaw Castiglione,S1 Keperawatan | Reguler,P,Jauh,MAN 1 PRINGSEWU,2019.0,21.0,Ikut,Ikut,3.54,Financial Advisor,Tinggi,1.0,Tidak,Tidak,Tidak
607.0,Silvana Halksworth,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2018.0,18.0,Ikut,Tidak,3.13,Director of Sales,Sedang,2.0,Terima,Ya,Ya
608.0,Karon Cavy,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2018.0,18.0,Tidak,Ikut,3.57,Help Desk Technician,Tinggi,3.0,Terima,Ya,Ya
609.0,Maureene Lickorish,S1 Keperawatan | Reguler,L,Jauh,MAN 1 PRINGSEWU,2020.0,21.0,Tidak,Ikut,3.0,Account Representative I,Rendah,5.0,Tidak,Ya,Ya
610.0,Lora Prydden,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 BANYUMAS,2018.0,18.0,Tidak,Tidak,3.42,Operator,Sedang,4.0,Tidak,Tidak,Ya
611.0,Daryn Whyte,S1 Keperawatan | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2019.0,18.0,Tidak,Tidak,3.11,Staff Scientist,Sedang,1.0,Terima,Tidak,Ya
612.0,Farlie Boston,S1 Keperawatan | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2019.0,20.0,Tidak,Ikut,3.14,Administrative Officer,Tinggi,4.0,Tidak,Tidak,Ya
613.0,Lita Stode,S1 Keperawatan | Reguler,L,Jauh,SMA N 1 PARDASUKA,2018.0,21.0,Ikut,Tidak,3.0,Nurse Practicioner,Tinggi,4.0,Terima,Tidak,Tidak
614.0,Kev Gaitley,S1 Keperawatan | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020.0,20.0,Ikut,Ikut,3.11,Account Executive,Tinggi,2.0,Terima,Tidak,Ya
615.0,Issy Hek,S1 Keperawatan | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2019.0,20.0,Tidak,Tidak,3.85,Staff Scientist,Rendah,5.0,Tidak,Tidak,Ya
616.0,Karita Swanton,S1 Keperawatan | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2020.0,18.0,Tidak,Tidak,3.85,Statistician II,Tinggi,2.0,Terima,Tidak,Ya
617.0,Tybi Rowan,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2018.0,20.0,Tidak,Tidak,3.1,Safety Technician IV,Tinggi,4.0,Terima,Tidak,Ya
618.0,Archaimbaud Pottell,S1 Keperawatan | Reguler,L,Dekat,SMA Negeri 88 Bandung,2020.0,20.0,Ikut,Ikut,3.19,Administrative Officer,Tinggi,4.0,Terima,Ya,Ya
619.0,Ula Hubbold,S1 Keperawatan | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2018.0,21.0,Ikut,Tidak,3.13,Database Administrator I,Tinggi,1.0,Terima,Ya,Ya
620.0,Clarisse Mellenby,S1 Keperawatan | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020.0,21.0,Tidak,Ikut,3.39,Programmer I,Rendah,4.0,Tidak,Ya,Ya
621.0,Kienan Roseveare,S1 Keperawatan | Reguler,P,Jauh,SMK Negeri 3 Bekasi,2018.0,18.0,Ikut,Ikut,3.76,Financial Advisor,Tinggi,5.0,Terima,Ya,Tidak
622.0,Chip Verrier,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2019.0,18.0,Tidak,Ikut,3.12,Librarian,Tinggi,4.0,Tidak,Tidak,Tidak
623.0,Ardine Osband,S1 Keperawatan | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2019.0,18.0,Tidak,Ikut,3.76,Web Designer I,Sedang,4.0,Terima,Ya,Tidak
624.0,Frederich Meaton,S1 Keperawatan | Reguler,P,Dekat,SMA Negeri 36 Malang,2018.0,20.0,Tidak,Tidak,3.57,Internal Auditor,Rendah,2.0,Terima,Tidak,Tidak
625.0,Carleton Heskins,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 36 Malang,2018.0,18.0,Ikut,Ikut,3.18,Human Resources Assistant I,Tinggi,4.0,Tidak,Ya,Tidak
626.0,Tonia Sponder,S1 Keperawatan | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2019.0,20.0,Tidak,Ikut,3.41,Engineer III,Sedang,1.0,Tidak,Tidak,Ya
627.0,Jackqueline Cain,S1 Keperawatan | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2018.0,18.0,Tidak,Ikut,3.33,Accountant IV,Rendah,4.0,Tidak,Ya,Ya
628.0,Noel Glasman,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2020.0,21.0,Ikut,Tidak,3.14,Research Nurse,Sedang,1.0,Tidak,Ya,Ya
629.0,Fields Ripper,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 TALANGPADANG,2019.0,20.0,Ikut,Tidak,3.12,Assistant Media Planner,Tinggi,4.0,Terima,Tidak,Tidak
630.0,Kristen Hebbs,S1 Keperawatan | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2020.0,20.0,Tidak,Tidak,3.4,Legal Assistant,Sedang,4.0,Tidak,Ya,Ya
631.0,Amelia Noli,S1 Keperawatan | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018.0,21.0,Ikut,Ikut,3.12,Staff Accountant I,Tinggi,5.0,Terima,Tidak,Tidak
632.0,Ber Fraczak,S1 Keperawatan | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2020.0,21.0,Ikut,Ikut,3.76,VP Marketing,Rendah,5.0,Terima,Tidak,Ya
633.0,Scarface Popelay,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 88 Bandung,2018.0,20.0,Tidak,Ikut,3.16,Geological Engineer,Tinggi,5.0,Tidak,Ya,Ya
634.0,Colleen Habbin,S1 Keperawatan | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2019.0,18.0,Tidak,Tidak,3.85,Programmer I,Sedang,2.0,Tidak,Ya,Ya
635.0,Cory Sockell,S1 Keperawatan | Reguler,L,Jauh,SMK Teratai Putih Bekasi,2019.0,18.0,Ikut,Tidak,3.1,Mechanical Systems Engineer,Rendah,1.0,Terima,Tidak,Tidak
636.0,Norry Juan,S1 Keperawatan | Reguler,P,Jauh,SMK Negeri 3 Bekasi,2020.0,21.0,Tidak,Tidak,3.19,Design Engineer,Tinggi,4.0,Tidak,Tidak,Tidak
637.0,Nicola De Santos,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2019.0,21.0,Ikut,Ikut,3.54,Staff Scientist,Rendah,4.0,Tidak,Tidak,Tidak
638.0,Eryn Rennick,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 BANYUMAS,2018.0,21.0,Ikut,Tidak,3.17,Tax Accountant,Tinggi,2.0,Terima,Ya,Tidak
639.0,Deana Dowdell,S1 Keperawatan | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2019.0,20.0,Ikut,Ikut,3.13,Director of Sales,Rendah,4.0,Terima,Tidak,Ya
640.0,Terrill Speek,S1 Keperawatan | Reguler,P,Dekat,SMA Negeri 36 Malang,2019.0,18.0,Tidak,Ikut,3.76,Environmental Tech,Rendah,2.0,Tidak,Ya,Ya
641.0,Ellwood Caress,S1 Keperawatan | Reguler,P,Dekat,SMK Negeri 3 Bekasi,2020.0,20.0,Tidak,Tidak,3.39,VP Accounting,Rendah,3.0,Tidak,Tidak,Ya
642.0,Stace Worthington,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 ULU BELU,2018.0,18.0,Tidak,Tidak,3.11,Analog Circuit Design manager,Sedang,1.0,Terima,Ya,Tidak
643.0,Tani Ovid,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2018.0,20.0,Ikut,Tidak,3.17,Quality Engineer,Sedang,3.0,Terima,Ya,Tidak
644.0,Petr Chavez,S1 Keperawatan | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018.0,18.0,Ikut,Tidak,3.57,Executive Secretary,Tinggi,1.0,Terima,Ya,Tidak
645.0,Devondra Morphet,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2019.0,20.0,Ikut,Tidak,3.57,Help Desk Operator,Sedang,2.0,Terima,Tidak,Tidak
646.0,Brendan Novelli,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2018.0,20.0,Ikut,Ikut,3.12,Media Manager IV,Rendah,3.0,Tidak,Ya,Tidak
647.0,Wadsworth Tevelov,S1 Keperawatan | Reguler,L,Dekat,SMAN 15 BANDAR LAMPUNG,2020.0,18.0,Ikut,Tidak,3.17,Dental Hygienist,Tinggi,3.0,Tidak,Ya,Tidak
648.0,Chaim Bunny,S1 Keperawatan | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2018.0,21.0,Tidak,Tidak,3.11,Structural Analysis Engineer,Tinggi,4.0,Terima,Ya,Tidak
649.0,Sonia Rowbotham,S1 Keperawatan | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2018.0,21.0,Tidak,Ikut,3.57,VP Quality Control,Tinggi,3.0,Terima,Tidak,Tidak
650.0,Camala Laborda,S1 Keperawatan | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2018.0,18.0,Ikut,Tidak,3.39,Clinical Specialist,Rendah,3.0,Tidak,Ya,Tidak
651.0,Sidnee Farrington,S1 Keperawatan | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2018.0,21.0,Ikut,Ikut,3.41,Assistant Media Planner,Rendah,5.0,Terima,Ya,Tidak
652.0,Sal Fern,S1 Keperawatan | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018.0,18.0,Ikut,Tidak,3.39,Occupational Therapist,Tinggi,5.0,Tidak,Ya,Tidak
653.0,Madelina Palley,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 36 Malang,2018.0,20.0,Ikut,Tidak,3.14,Desktop Support Technician,Tinggi,4.0,Tidak,Ya,Tidak
654.0,Octavius Parcell,S1 Keperawatan | Reguler,L,Dekat,MAN 3 PALEMBANG,2018.0,21.0,Tidak,Ikut,3.0,Librarian,Sedang,5.0,Tidak,Ya,Ya
655.0,Donn Pickervance,S1 Keperawatan | Reguler,P,Dekat,SMK Negeri 13 Bantargebang,2019.0,20.0,Tidak,Ikut,3.5,Senior Editor,Tinggi,3.0,Terima,Ya,Tidak
656.0,Annabel Satteford,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2020.0,20.0,Tidak,Ikut,3.76,Automation Specialist IV,Sedang,1.0,Tidak,Ya,Ya
657.0,Arly Seabert,S1 Keperawatan | Reguler,L,Dekat,SMK NEGERI 2 METRO,2019.0,21.0,Tidak,Tidak,3.17,Teacher,Sedang,3.0,Terima,Ya,Tidak
658.0,Morie Duplan,S1 Keperawatan | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2018.0,21.0,Tidak,Ikut,3.1,Senior Editor,Tinggi,3.0,Terima,Tidak,Tidak
659.0,Delbert Berthelet,S1 Keperawatan | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2018.0,21.0,Tidak,Ikut,3.11,Financial Advisor,Tinggi,5.0,Tidak,Tidak,Tidak
660.0,Franny McAvin,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 BANYUMAS,2020.0,20.0,Ikut,Tidak,3.18,Environmental Specialist,Rendah,5.0,Tidak,Ya,Tidak
661.0,Guthrey Menis,S1 Keperawatan | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2020.0,21.0,Ikut,Tidak,3.11,Human Resources Assistant III,Rendah,4.0,Tidak,Tidak,Tidak
662.0,Nikolai Schistl,S1 Keperawatan | Reguler,L,Jauh,MAN 3 PALEMBANG,2020.0,18.0,Tidak,Ikut,3.0,Geologist III,Rendah,2.0,Terima,Ya,Ya
663.0,Valina Sherington,S1 Keperawatan | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2020.0,20.0,Tidak,Tidak,3.15,Engineer I,Rendah,3.0,Tidak,Tidak,Ya
664.0,Avictor Chrispin,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2018.0,18.0,Ikut,Ikut,3.13,Nurse Practicioner,Rendah,5.0,Terima,Ya,Tidak
665.0,Farris Rielly,S1 Keperawatan | Reguler,P,Jauh,MAN 1 PRINGSEWU,2020.0,18.0,Ikut,Ikut,3.14,Computer Systems Analyst I,Tinggi,4.0,Terima,Tidak,Ya
666.0,Ronna Fassbindler,S1 Keperawatan | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2019.0,21.0,Tidak,Tidak,3.14,Account Representative IV,Sedang,4.0,Tidak,Ya,Tidak
667.0,Dorri Hellen,S1 Keperawatan | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020.0,20.0,Tidak,Tidak,3.39,VP Marketing,Rendah,1.0,Tidak,Ya,Ya
668.0,Phip Hector,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 7 Jakarta,2019.0,18.0,Ikut,Tidak,3.13,Cost Accountant,Sedang,3.0,Terima,Tidak,Tidak
669.0,Helli Mann,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 BANYUMAS,2018.0,20.0,Tidak,Ikut,3.19,Civil Engineer,Rendah,1.0,Tidak,Ya,Tidak
670.0,Temple Fredi,S1 Keperawatan | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2019.0,21.0,Ikut,Tidak,3.5,Sales Representative,Rendah,5.0,Terima,Ya,Ya
671.0,Issiah Goreisr,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2019.0,18.0,Ikut,Tidak,3.16,Graphic Designer,Sedang,4.0,Tidak,Ya,Tidak
672.0,Arthur Obington,S1 Matematika | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020.0,18.0,Ikut,Ikut,3.17,Assistant Manager,Rendah,1.0,Tidak,Tidak,Ya
673.0,Lezley Kilmary,S1 Matematika | Reguler,P,Jauh,SMA Negeri 88 Bandung,2019.0,18.0,Ikut,Ikut,3.13,Actuary,Sedang,2.0,Tidak,Tidak,Tidak
674.0,Pavel Linguard,S1 Matematika | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019.0,20.0,Tidak,Tidak,3.0,Junior Executive,Tinggi,4.0,Terima,Tidak,Ya
675.0,Drucy MacGorrie,S1 Matematika | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2019.0,18.0,Tidak,Ikut,3.13,Database Administrator II,Sedang,2.0,Tidak,Ya,Ya
676.0,Jeanne MacAnellye,S1 Matematika | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2018.0,21.0,Ikut,Tidak,3.1,Assistant Media Planner,Rendah,5.0,Tidak,Tidak,Tidak
677.0,Chrisse Goodricke,S1 Matematika | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018.0,18.0,Ikut,Ikut,3.57,Internal Auditor,Tinggi,2.0,Terima,Ya,Tidak
678.0,Abbi Haldin,S1 Matematika | Reguler,P,Jauh,SMA Negeri 36 Malang,2019.0,18.0,Tidak,Ikut,3.39,Geological Engineer,Sedang,1.0,Tidak,Ya,Ya
679.0,Butch Aldus,S1 Matematika | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2020.0,21.0,Ikut,Tidak,3.19,Nurse,Rendah,4.0,Terima,Ya,Tidak
680.0,Martelle Bartod,S1 Matematika | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2020.0,21.0,Ikut,Tidak,3.41,Safety Technician II,Tinggi,1.0,Tidak,Tidak,Ya
681.0,Camila Le Marchand,S1 Matematika | Reguler,P,Dekat,SMA Negeri 7 Jakarta,2020.0,20.0,Ikut,Ikut,3.33,Software Engineer III,Sedang,1.0,Tidak,Ya,Tidak
682.0,Anastasia Whitley,S1 Matematika | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2018.0,18.0,Tidak,Tidak,3.57,Help Desk Operator,Sedang,2.0,Tidak,Ya,Tidak
683.0,Meara Hedman,S1 Matematika | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2019.0,20.0,Tidak,Tidak,3.15,Administrative Officer,Rendah,3.0,Terima,Tidak,Tidak
684.0,Ramona Hammonds,S1 Matematika | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2018.0,21.0,Ikut,Tidak,3.57,Environmental Tech,Sedang,2.0,Tidak,Tidak,Ya
685.0,Allison Burnhard,S1 Matematika | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2020.0,18.0,Tidak,Tidak,3.0,Technical Writer,Tinggi,2.0,Terima,Tidak,Ya
686.0,Nick Stanyland,S1 Matematika | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2020.0,18.0,Ikut,Tidak,3.68,Teacher,Sedang,1.0,Tidak,Tidak,Tidak
687.0,Elden Rosiello,S1 Matematika | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019.0,18.0,Tidak,Ikut,3.15,Assistant Professor,Rendah,3.0,Terima,Ya,Ya
688.0,Penrod Lidgley,S1 Matematika | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2019.0,21.0,Tidak,Tidak,3.17,Budget/Accounting Analyst I,Rendah,1.0,Tidak,Ya,Tidak
689.0,Isaac Edmonstone,S1 Matematika | Reguler,P,Jauh,MAN 1 PRINGSEWU,2020.0,18.0,Tidak,Tidak,3.68,Social Worker,Sedang,1.0,Tidak,Ya,Tidak
690.0,Bucky Boyton,S1 Matematika | Reguler,P,Jauh,SMAN 1 BANYUMAS,2018.0,20.0,Tidak,Tidak,3.12,Nurse,Tinggi,2.0,Terima,Ya,Ya
691.0,Dimitry Headingham,S1 Matematika | Reguler,L,Dekat,SMA Negeri 88 Bandung,2020.0,18.0,Tidak,Tidak,3.15,Electrical Engineer,Sedang,3.0,Terima,Ya,Ya
692.0,Odessa Guerrieri,S1 Matematika | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2019.0,20.0,Ikut,Ikut,3.39,Community Outreach Specialist,Rendah,1.0,Tidak,Ya,Tidak
693.0,Harland Wadie,S1 Matematika | Reguler,P,Dekat,SMA N 1 ULU BELU,2018.0,21.0,Tidak,Ikut,3.13,Financial Advisor,Rendah,3.0,Tidak,Ya,Ya
694.0,Baryram Prewett,S1 Matematika | Reguler,L,Jauh,SMK NEGERI 2 METRO,2018.0,20.0,Ikut,Ikut,3.1,Accounting Assistant I,Tinggi,4.0,Terima,Tidak,Ya
695.0,Harrietta Peyton,S1 Matematika | Reguler,P,Dekat,SMK NEGERI 2 METRO,2020.0,20.0,Ikut,Tidak,3.85,Quality Control Specialist,Tinggi,5.0,Tidak,Ya,Tidak
696.0,Gabbie Crichton,S1 Matematika | Reguler,L,Jauh,SMAN 1 BANYUMAS,2020.0,18.0,Ikut,Tidak,3.39,Physical Therapy Assistant,Sedang,4.0,Tidak,Ya,Ya
697.0,Darby Troy,S1 Matematika | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2020.0,21.0,Tidak,Tidak,3.19,Computer Systems Analyst IV,Sedang,1.0,Tidak,Tidak,Ya
698.0,Aileen Roaf,S1 Matematika | Reguler,L,Dekat,SMAN 1 BANYUMAS,2019.0,21.0,Ikut,Tidak,3.18,Senior Sales Associate,Tinggi,4.0,Terima,Tidak,Ya
699.0,Gypsy Larrie,S1 Matematika | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020.0,21.0,Tidak,Ikut,3.33,Actuary,Rendah,5.0,Tidak,Ya,Ya
700.0,Collin Krammer,S1 Matematika | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2019.0,21.0,Tidak,Ikut,3.18,VP Accounting,Tinggi,5.0,Tidak,Tidak,Ya
701.0,Darby Carlo,S1 Matematika | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2018.0,20.0,Tidak,Tidak,3.76,Product Engineer,Tinggi,1.0,Terima,Tidak,Tidak
702.0,Katuscha Moule,S1 Matematika | Reguler,P,Dekat,MAN 1 PRINGSEWU,2018.0,20.0,Ikut,Tidak,3.0,Sales Representative,Sedang,2.0,Tidak,Tidak,Ya
703.0,Gideon Gremane,S1 Matematika | Reguler,P,Dekat,SMA Negeri 36 Malang,2019.0,20.0,Tidak,Ikut,3.68,Senior Quality Engineer,Tinggi,3.0,Tidak,Ya,Tidak
704.0,Sarette McCarthy,S1 Matematika | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2019.0,20.0,Tidak,Ikut,3.19,Recruiting Manager,Tinggi,2.0,Tidak,Tidak,Ya
705.0,June McCorley,S1 Matematika | Reguler,P,Dekat,SMK Yapin,2019.0,20.0,Ikut,Ikut,3.14,Biostatistician I,Rendah,5.0,Terima,Tidak,Tidak
706.0,Francklin Jenks,S1 Matematika | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2019.0,21.0,Tidak,Tidak,3.0,Geologist II,Sedang,3.0,Tidak,Tidak,Ya
707.0,Odey Dossantos,S1 Matematika | Reguler,P,Dekat,SMA Negeri 36 Malang,2018.0,20.0,Tidak,Tidak,3.41,Graphic Designer,Sedang,1.0,Tidak,Ya,Ya
708.0,Jayson Pillans,S1 Matematika | Reguler,P,Jauh,SMA N 1 ULU BELU,2019.0,20.0,Tidak,Tidak,3.4,Design Engineer,Sedang,2.0,Terima,Ya,Ya
709.0,Melisande Decent,S1 Matematika | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019.0,18.0,Ikut,Tidak,3.14,Research Associate,Sedang,4.0,Terima,Ya,Tidak
710.0,Violetta Jantel,S1 Matematika | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019.0,18.0,Ikut,Ikut,3.15,Help Desk Technician,Tinggi,3.0,Tidak,Tidak,Ya
711.0,Vania Sleigh,S1 Matematika | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2020.0,18.0,Tidak,Tidak,3.57,Marketing Manager,Tinggi,3.0,Tidak,Ya,Tidak
712.0,Haslett Tompsett,S1 Matematika | Reguler,L,Dekat,SMA Negeri 36 Malang,2018.0,18.0,Ikut,Ikut,3.4,Senior Cost Accountant,Sedang,1.0,Tidak,Ya,Tidak
713.0,Hadleigh Rivard,S1 Matematika | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2020.0,21.0,Ikut,Tidak,3.13,Safety Technician I,Rendah,3.0,Tidak,Ya,Ya
714.0,Faythe Blaze,S1 Matematika | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2018.0,18.0,Ikut,Tidak,3.18,Environmental Tech,Sedang,2.0,Terima,Ya,Ya
715.0,Devon Jesse,S1 Matematika | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2020.0,20.0,Tidak,Tidak,3.19,Database Administrator I,Rendah,4.0,Terima,Ya,Ya
716.0,Quinn Killock,S1 Matematika | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020.0,18.0,Tidak,Ikut,3.54,Product Engineer,Sedang,3.0,Tidak,Tidak,Tidak
717.0,Aurel Jerschke,S1 Matematika | Reguler,P,Jauh,SMAN 1 BANYUMAS,2019.0,21.0,Tidak,Ikut,3.0,Social Worker,Tinggi,2.0,Terima,Ya,Ya
718.0,Hughie Boddis,S1 Matematika | Reguler,P,Jauh,MAN 3 PALEMBANG,2018.0,20.0,Ikut,Tidak,3.19,Developer III,Tinggi,1.0,Tidak,Tidak,Ya
719.0,Norry Twamley,S1 Matematika | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020.0,21.0,Ikut,Ikut,3.5,Internal Auditor,Sedang,4.0,Tidak,Tidak,Ya
720.0,Bartolemo Popelay,S1 Matematika | Reguler,P,Jauh,SMA N 1 ULU BELU,2018.0,20.0,Ikut,Tidak,3.18,Graphic Designer,Tinggi,5.0,Terima,Ya,Tidak
721.0,Blondell Cockley,S1 Matematika | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2020.0,21.0,Tidak,Tidak,3.17,Programmer Analyst III,Sedang,5.0,Terima,Ya,Tidak
722.0,Siffre Caughtry,S1 Matematika | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2020.0,20.0,Ikut,Ikut,3.33,Environmental Tech,Tinggi,2.0,Terima,Tidak,Tidak
723.0,Arne Talks,S1 Matematika | Reguler,L,Dekat,SMAN 1 BANYUMAS,2020.0,18.0,Ikut,Ikut,3.1,Help Desk Operator,Tinggi,1.0,Tidak,Ya,Ya
724.0,Derward Bartoletti,S1 Matematika | Reguler,L,Dekat,MAN 1 PRINGSEWU,2019.0,20.0,Tidak,Ikut,3.54,Physical Therapy Assistant,Tinggi,2.0,Terima,Tidak,Ya
725.0,Cristobal Feragh,S1 Matematika | Reguler,L,Dekat,SMA N 1 PARDASUKA,2019.0,18.0,Tidak,Ikut,3.76,Help Desk Operator,Tinggi,4.0,Terima,Ya,Tidak
726.0,Niels Norton,S1 Matematika | Reguler,P,Dekat,SMK NEGERI 2 METRO,2018.0,20.0,Tidak,Ikut,3.18,Media Manager III,Rendah,1.0,Terima,Ya,Tidak
727.0,Zorina Merwede,S1 Matematika | Reguler,L,Jauh,SMK NEGERI 2 METRO,2018.0,18.0,Ikut,Ikut,3.0,Help Desk Operator,Rendah,2.0,Terima,Tidak,Ya
728.0,Tony Bendel,S1 Matematika | Reguler,L,Dekat,SMA XAVERIUS PRINGSEWU,2019.0,18.0,Tidak,Ikut,3.39,Teacher,Sedang,3.0,Tidak,Tidak,Tidak
729.0,Flem Cheyne,S1 Matematika | Reguler,L,Jauh,MAN 3 PALEMBANG,2020.0,21.0,Tidak,Tidak,3.11,Staff Accountant II,Tinggi,1.0,Terima,Tidak,Tidak
730.0,Geri Dudgeon,S1 Matematika | Reguler,L,Dekat,SMAN 1 BANYUMAS,2020.0,18.0,Tidak,Tidak,3.41,Engineer IV,Rendah,4.0,Tidak,Tidak,Ya
731.0,Lindi Rushman,S1 Matematika | Reguler,P,Jauh,SMA Negeri 88 Bandung,2020.0,18.0,Tidak,Tidak,3.15,Environmental Specialist,Sedang,4.0,Terima,Tidak,Ya
732.0,Tina Torry,S1 Matematika | Reguler,L,Dekat,SMAN 1 KOTAAGUNG,2018.0,18.0,Ikut,Ikut,3.33,Financial Analyst,Rendah,4.0,Tidak,Tidak,Ya
733.0,Elihu Heyworth,S1 Matematika | Reguler,P,Jauh,SMA N 1 PARDASUKA,2020.0,20.0,Tidak,Tidak,3.16,Account Executive,Tinggi,1.0,Tidak,Tidak,Tidak
734.0,Kristen Erni,S1 Matematika | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2020.0,20.0,Tidak,Ikut,3.19,Civil Engineer,Tinggi,4.0,Tidak,Ya,Tidak
735.0,Nicola Thing,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2019.0,20.0,Ikut,Ikut,3.12,Food Chemist,Rendah,3.0,Tidak,Ya,Ya
736.0,Dennie Auger,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2019.0,21.0,Ikut,Ikut,3.57,Electrical Engineer,Sedang,2.0,Tidak,Ya,Tidak
737.0,Angele Januszewicz,S1 Psikolog | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2020.0,21.0,Ikut,Ikut,3.14,Structural Engineer,Rendah,5.0,Tidak,Tidak,Tidak
